,Sample ID,comments 1,comments 2,Population,Group_Population,Region,State / Province / City,Country of origin / collected in,Sampling Location (Cambridgesamples),Continent,Language,Latitude,Longitude,source,chip,wikidata,uncertaintu
237,ashkenazy2w,,Austrohungar,Ashkenazi_Jews,Jews,,,Austria,,Europe,,,,Behar et al 2010,610k,,
238,ashkenazy3e,,,Ashkenazi_Jews,Jews,,,Latvia,,Europe,,,,Behar et al 2010,610k,,
239,ashkenazy3w,,Austrohungar,Ashkenazi_Jews,Jews,,,Austria,,Europe,,,,Behar et al 2010,610k,,
240,ashkenazy4e,,,Ashkenazi_Jews,Jews,,,Lithuania,,Europe,,,,Behar et al 2010,610k,,
241,ashkenazy4w,identical to FranceJewF61,,Ashkenazi_Jews,Jews,,,France,,Europe,,,,Behar et al 2010,610k,,
242,ashkenazy5e,,,Ashkenazi_Jews,Jews,,,Latvia,,Europe,,,,Behar et al 2010,610k,,
243,ashkenazy6w,,,Ashkenazi_Jews,Jews,,,Germany,,Europe,,,,Behar et al 2010,610k,,
244,ashkenazy7e,,,Ashkenazi_Jews,Jews,,,Poland,,Europe,,,,Behar et al 2010,610k,,
245,ashkenazy7w,,,Ashkenazi_Jews,Jews,,,Germany,,Europe,,,,Behar et al 2010,610k,,
246,ashkenazy8e,,,Ashkenazi_Jews,Jews,,,Poland,,Europe,,,,Behar et al 2010,610k,,
247,ashkenazy8w,,,Ashkenazi_Jews,Jews,,,Netherlands,,Europe,,,,Behar et al 2010,610k,,
248,ashkenazy9e,,,Ashkenazi_Jews,Jews,,,Poland,,Europe,,,,Behar et al 2010,610k,,
249,ashkenazy9w,,,Ashkenazi_Jews,Jews,,,Netherlands,,Europe,,,,Behar et al 2010,610k,,
250,Romanian_Jew_1,,,Ashkenazi_Jews,Jews,,,Romania,,Europe,,,,Behar et al 2010,610k,,
251,Romanian_Jew_2,,,Ashkenazi_Jews,Jews,,,Romania,,Europe,,,,Behar et al 2010,610k,,
252,Romanian_Jew_3,,,Ashkenazi_Jews,Jews,,,Romania,,Europe,,,,Behar et al 2010,610k,,
253,GeorgJew105,,,Georgian_Jews,Jews,,,Georgia,,Caucasus,,,,Behar et al 2010,660k,,
254,GeorgJew111,,,Georgian_Jews,Jews,,,Georgia,,Caucasus,,,,Behar et al 2010,660k,,
255,GeorgJew125,,,Georgian_Jews,Jews,,,Georgia,,Caucasus,,,,Behar et al 2010,660k,,
256,GeorgJew141,,,Georgian_Jews,Jews,,,Georgia,,Caucasus,,,,Behar et al 2010,660k,,
257,GRC12118085,,Israel25,Ashkenazi_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
258,GRC12118117,,Israel38,Ashkenazi_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
259,GRC12118107,,Israel05,Georgian_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
260,GRC12118125,,Israel08,Georgian_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
261,GRC12118108,,Israel13,Georgian_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
262,AzerbJew204,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
263,AzerbJew210,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
264,AzerbJew213,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
265,AzerbJew218,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
266,GeorgJewtat14,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
267,GeorgJewtat16,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
268,GeorgJewtat17,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
269,GeorgJewtat2,,,Azerbaijani_Jews,Jews,,,Azerbaijan,,Caucasus,,,,Behar et al 2010,660k,,
270,GRC12118114,,Israel14,Azerbaijani_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
271,GRC12118116,,Israel30,Azerbaijani_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
272,GRC12118123,,Israel39,Azerbaijani_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
273,iran_jew1,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2010,610k,,
274,iran_jew2,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2010,610k,,
275,iran_jew3,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2010,610k,,
276,iran_jew4,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2010,610k,,
277,IranJew1409,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2013 Khazar,660k,,
278,IranJew1419,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2013 Khazar,660k,,
279,IranJew1425,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2013 Khazar,660k,,
280,IranJew1557,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2013 Khazar,660k,,
281,IranJew4485,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2013 Khazar,660k,,
282,IranJew4685,,,Iranian_Jews,Jews,,,Iran,,Near East,,,,Behar et al 2013 Khazar,660k,,
283,GRC12118101,,Israel04,Iranian_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
284,GRC12118121,,Israel23,Iranian_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
285,KurdJew1551,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
286,KurdJew1580,identical to KurdJew4584,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
287,KurdJew1592,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
288,KurdJew4663,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
289,KurdJew4689,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
290,KurdJew1824,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
291,KurdJew4633,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
292,KurdJew856,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
293,KurdJew4573,,,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,660k,,
294,GRC12118100,,Israel43,Kurd_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
295,GRC12118097,,Israel19,Turkey_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
296,GRC12118122,,Israel31,Turkey_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
297,GRC12118128,,Israel32,Turkey_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
298,iraq_jew1,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
299,iraq_jew10,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
300,iraq_jew11,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
301,iraq_jew2,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
302,iraq_jew3,1st degree relative of iraq_jew7,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
303,iraq_jew4,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
304,iraq_jew5,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
305,iraq_jew6,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
306,iraq_jew7,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
307,iraq_jew8,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
308,iraq_jew9,,,Iraqi_Jews,Jews,,,Iraq,,Near East,,,,Behar et al 2010,610k,,
309,GRC12118082,,Israel01,Iraqi_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
310,GRC12118102,,Israel12,Iraqi_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
311,GRC12118129,,Israel40,Iraqi_Jews,Jews,,,Israel,,Near East,,,,Behar et al 2013 Khazar,730K,,
312,Uzbekistan_Jew_1,,,Uzbekistani_Jews,Jews,,,Uzbekistan,,Central Asia,,,,Behar et al 2010,610k,,
313,Uzbekistan_Jew_2,,,Uzbekistani_Jews,Jews,,,Uzbekistan,,Central Asia,,,,Behar et al 2010,610k,,
314,GRC12118089,,Israel02,Uzbekistani_Jews,Jews,,,Uzbekistan,,Central Asia,,,,Behar et al 2013 Khazar,730K,,
315,GRC12118109,,Israel21,Uzbekistani_Jews,Jews,,,Uzbekistan,,Central Asia,,,,Behar et al 2013 Khazar,730K,,
316,GRC12118115,,Israel22,Uzbekistani_Jews,Jews,,,Uzbekistan,,Central Asia,,,,Behar et al 2013 Khazar,730K,,
317,tur110,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
318,tur124,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
319,tur139,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
320,tur154,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
321,tur170,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
322,tur182,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
323,tur197,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
324,tur2,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
325,tur20,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
326,tur210,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
327,tur222,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
328,tur236,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
329,tur262,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
330,tur277,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
331,tur306,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
332,tur37,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
333,tur52,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
334,tur67,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
335,tur84,,,Turks,Turks,,,Turkey,,Near East,Turkic,,,Behar et al 2010,610k,,
336,kurd1159,,,Kurds,Kurds,,,Kazakhstan,,Central Asia,,,,Yunusbayev et al 2012,660k,,
337,kurd1156,,,Kurds,Kurds,,,Kazakhstan,,Central Asia,,,,Yunusbayev et al 2012,660k,,
338,kurd1160,,,Kurds,Kurds,,,Kazakhstan,,Central Asia,,,,Yunusbayev et al 2012,660k,,
339,kurd1101,,,Kurds,Kurds,,,Kazakhstan,,Central Asia,,,,Yunusbayev et al 2012,660k,,
340,kurd1198,,,Kurds,Kurds,,,Kazakhstan,,Central Asia,,,,Yunusbayev et al 2012,660k,,
341,kurd1173,,,Kurds,Kurds,,,Kazakhstan,,Central Asia,,,,Yunusbayev et al 2012,660k,,
342,iran1,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
343,iran10,1st degfree relative of iran20,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
344,iran11,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
345,iran12,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
346,iran13,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
347,iran14,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
348,iran15,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
349,iran16,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
350,iran17,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
351,iran18,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
352,iran19,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
353,iran2,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
354,iran20,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
355,iran3,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
356,iran4,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
357,iran5,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
358,iran6,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
359,iran7,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
360,iran8,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
361,iran9,,,Iranians,Iranians,,,Iran,,Central Asia,,,,Behar et al 2010,610k,,
362,azerF4,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
363,azerE3,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
364,azerB64,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
365,azerF111,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
366,azerE70,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
367,azerE6,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
368,azerE85,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
369,azerE89,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
370,azerB38,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
371,azerE1,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
372,azerE92,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
373,azerb72,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
374,azerB59,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
375,azerB61,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
376,azerE82,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
377,azerB8,,,Azeris,Azeris,South Caucasus,,Iran,,Caucasus,Turkic,,,Yunusbayev et al 2015,660k,,
378,Spain1,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
379,Spain10,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
380,Spain11,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
381,Spain12,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
382,Spain13,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
383,Spain2,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
384,Spain3,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
385,Spain4,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
386,Spain5,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
387,Spain6,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
388,Spain8,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
389,Spain9,,,Spaniards,Spaniards,,,Spain,,Europe,Indo-European/Italic,,,Behar et al 2010,610k,,
390,German1,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
391,German10,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
392,German13,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
393,German14,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
394,German15,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
395,German16,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
396,German17,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
397,German19,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
398,German2,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
399,German3,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
400,German5,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
401,German6,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
402,German9,,,Germans,Germans,,,Germany,,Europe,Indo-European/Germanic,,,Yunusbayev et al 2015,660k,,
403,W-Sicily4,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
404,C-Sicily57,,,Sicilians,Italians,Sicily,central,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
405,W-Sicily9,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
406,W-Sicily21,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
407,C-Sicily50,,,Sicilians,Italians,Sicily,central,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
408,W-Sicily5a,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
409,E-Sicily18,,,Sicilians,Italians,Sicily,east,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
410,W-Sicily7,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
411,W-Sicily3,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
412,W-Sicily5b,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
413,W-Sicily1,,,Sicilians,Italians,Sicily,west,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
414,Ag-Sicily5,,,Sicilians,Italians,Sicily,south,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
415,Ag-Sicily8,,,Sicilians,Italians,Sicily,south,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
416,ItalyAbruzzo22,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
417,ItalyAbruzzo9,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
418,ItalyAbruzzo14,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
419,ItalyAbruzzo21,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
420,ItalyAbruzzo23,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
421,ItalyAbruzzo16,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
422,ItalyAbruzzo17,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
423,ItalyAbruzzo20,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
424,ItalyAbruzzo13,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
425,ItalyAbruzzo15,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
426,ItalyAbruzzo19,,,Italians_Abruzzo,Italians,Abruzzo,,Italy,,Europe,Indo-European/Italic,,,Behar et al 2013 Khazar,660k,,
427,Cyprus1,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
428,Cyprus10,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
429,Cyprus11,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
430,Cyprus12,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
431,Cyprus2,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
432,Cyprus3,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
433,Cyprus4,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
434,Cyprus5,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
435,Cyprus6,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
436,Cyprus7,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
437,Cyprus8,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
438,Cyprus9,,,Cypriots,Cypriots,,,Cyprus,,Europe,,,,Behar et al 2010,610k,,
439,GreeceCentr1,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
440,GreeceCentr10,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
441,GreeceCentr2,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
442,GreeceCentr3,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
443,GreeceCentr4,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
444,GreeceCentr5,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
445,GreeceCentr6,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
446,GreeceCentr7,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
447,GreeceCentr8,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
448,GreeceCentr9,,,Greeks,Greeks,,Central,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
449,GreeceThessaly1,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
450,GreeceThessaly10,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
451,GreeceThessaly2,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
452,GreeceThessaly3,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
453,GreeceThessaly4,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
454,GreeceThessaly5,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
455,GreeceThessaly6,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
456,GreeceThessaly7,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
457,GreeceThessaly8,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
458,GreeceThessaly9,,,Greeks,Greeks,,Thessaly,Greece,,Europe,Indo-European/Greek,,,Behar et al 2013 Khazar,660k,,
459,Macedonian10,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
460,Macedonian12,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
461,Macedonian14,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
462,Macedonian17b-d,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
463,Macedonian19,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
464,Macedonian2,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
465,Macedonian20,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
466,Macedonian21,,,Macedonians,Macedonians,,,Macedonia,,Europe,Indo-European/Slavic/South/Eastern,,,Kovacevic et al 2014,660k,,
