HGDPIndividualNumber	PopulationCode	PopulationName	SamplingLocation	GeographicRegionOfPopulation	Sex	InHGDP-CEPHpanel[CannEtAl2002]?	AnalyzedInRosenbergEtAl2002?	PopulationLabelBelievedToBeCorrect?	HasNoDuplicatesInPanel?	AnalyzedInRosenbergEtAl2005[datasetH1048]?	HasNoKnown1stDegreeRelativesInPanel?	HasNoKnown1stOr2ndDegreeRelativesInPanel?	HasAParentOrOffspringInPanel?	IncludedInDataset971[No1stDegreeRelatives]?	IncludedInDataset952[No1stOr2ndDegreeRelatives]?	DuplicationConjugate[OnlyDiffersFromSampleNumberIfSampleIsDuplicated]	AlternatePopulationCode[OnlyDiffersFromPrimaryPopulationCodeForBantuSouthAfrica]	AlternatePopulationName[OnlyDiffersFromPrimaryPopulationNameForBantuSouthAfrica]	OrangeQInRosenbergEtAl2002Fig1K=5	BlueQInRosenbergEtAl2002Fig1K=5	PinkQInRosenbergEtAl2002Fig1K=5	GreenQInRosenbergEtAl2002Fig1K=5	PurpleQInRosenbergEtAl2002Fig1K=5
787	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	1	1	1	1	0	1	1	787	71	Melanesian	0.001	0.001	0.181	0.811	0.006
788	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	0	0	1	1	1	788	71	Melanesian	0.001	0.001	0.003	0.993	0.001
789	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	0	0	1	0	0	789	71	Melanesian	0	0	0.001	0.998	0.001
790	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	790	684	Japanese	0.001	0.001	0.974	0.022	0.002
791	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	791	684	Japanese	0.001	0.002	0.981	0.009	0.007
792	81	Colombian	Colombia	AMERICA	m	1	1	1	1	1	0	0	0	0	0	792	81	Colombian	0.003	0.002	0.18	0.049	0.767
793	81	Colombian	Colombia	AMERICA	f	1	1	1	1	1	0	0	1	0	0	793	81	Colombian	0.002	0.139	0.131	0.001	0.727
794	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	0	0	1	1	1	794	20	Orcadian	0.001	0.995	0.001	0.002	0.001
795	20	Orcadian	OrkneyIslands	EUROPE	m	1	1	1	1	1	1	1	0	1	1	795	20	Orcadian	0.001	0.994	0.001	0.001	0.003
796	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	1	1	0	1	1	796	20	Orcadian	0.002	0.988	0.005	0.001	0.004
797	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	1	1	0	1	1	797	20	Orcadian	0.006	0.989	0.003	0.001	0.001
798	20	Orcadian	OrkneyIslands	EUROPE	m	1	1	1	1	1	1	1	0	1	1	798	20	Orcadian	0.001	0.996	0.001	0.001	0.001
799	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	1	1	0	1	1	799	20	Orcadian	0.001	0.989	0.007	0.001	0.003
800	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	1	1	0	1	1	800	20	Orcadian	0.002	0.979	0.005	0.011	0.003
801	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	0	0	1	0	0	801	20	Orcadian	0.001	0.994	0.001	0.002	0.002
802	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	1	1	0	1	1	802	20	Orcadian	0.002	0.989	0.005	0.001	0.003
803	20	Orcadian	OrkneyIslands	EUROPE	m	1	1	1	1	1	1	1	0	1	1	803	20	Orcadian	0.001	0.988	0.005	0.003	0.002
804	20	Orcadian	OrkneyIslands	EUROPE	m	1	1	1	1	1	1	1	0	1	1	804	20	Orcadian	0.001	0.966	0.002	0.002	0.029
805	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	1	1	0	1	1	805	20	Orcadian	0.001	0.991	0.002	0.001	0.005
806	20	Orcadian	OrkneyIslands	EUROPE	f	1	1	1	1	1	1	1	0	1	1	806	20	Orcadian	0.003	0.976	0.005	0.012	0.005
807	20	Orcadian	OrkneyIslands	EUROPE	m	1	1	1	1	1	1	1	0	1	1	807	20	Orcadian	0.001	0.995	0.002	0.002	0.001
808	20	Orcadian	OrkneyIslands	EUROPE	m	1	1	1	1	1	1	1	0	1	1	808	20	Orcadian	0.001	0.974	0.01	0.005	0.01
810	20	Orcadian	OrkneyIslands	EUROPE	m	1	1	1	1	1	1	1	0	1	1	810	20	Orcadian	0.003	0.977	0.005	0.002	0.014
811	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	811	601	Han	0.002	0.003	0.991	0.003	0.001
812	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	812	601	Han	0.004	0.005	0.984	0.003	0.004
813	601	Han	China	EAST_ASIA	f	1	1	1	0	1	1	1	0	1	1	1022	601	Han	0	0.001	0.996	0.002	0.001
814	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	814	601	Han	0.001	0.003	0.993	0.002	0.001
815	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	815	601	Han	0.002	0.007	0.954	0.034	0.002
817	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	817	601	Han	0.001	0.005	0.988	0.004	0.002
818	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	818	601	Han	0.001	0.001	0.994	0.003	0.001
819	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	819	601	Han	0.001	0.001	0.99	0.005	0.002
820	601	Han	China	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	820	601	Han	0.008	0.006	0.924	0.059	0.003
821	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	821	601	Han	0.004	0.001	0.989	0.006	0.001
822	601	Han	China	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	822	601	Han	0.001	0.002	0.992	0.003	0.003
823	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	1	0	0	1	0	823	71	Melanesian	0	0.008	0.175	0.816	0.001
824	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	0	0	1	0	0	824	71	Melanesian	0	0	0.001	0.998	0
825	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	1	1	0	0	0	0	0	825	71	Melanesian	0.001	0.002	0.174	0.822	0.002
826	71	Melanesian	Bougainville	OCEANIA	f	1	1	1	0	0	NA	NA	NA	0	0	657	71	Melanesian	0	0	0.001	0.998	0.001
827	81	Colombian	Colombia	AMERICA	f	1	1	1	1	1	0	0	1	0	0	827	81	Colombian	0.001	0.004	0.071	0.001	0.923
828	684	Japanese	Japan	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	828	684	Japanese	0.002	0.005	0.946	0.003	0.044
830	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	0	0	830	83	Surui	0	0	0	0	0.999
832	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	1	0	0	1	1	832	83	Surui	0	0	0	0	0.999
833	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	1	0	833	83	Surui	0	0	0	0	0.999
834	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	0	0	0	834	83	Surui	0	0	0	0	0.999
835	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	0	0	0	835	83	Surui	0	0	0	0	0.999
837	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	1	1	1	837	83	Surui	0	0	0	0	0.999
838	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	1	1	838	83	Surui	0	0	0	0	0.999
839	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	1	0	0	839	83	Surui	0	0	0	0	0.999
840	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	0	0	840	83	Surui	0	0	0	0	0.999
841	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	0	0	841	83	Surui	0	0.001	0.001	0.001	0.997
842	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	1	0	0	842	83	Surui	0	0	0.001	0	0.998
843	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	1	1	1	843	83	Surui	0	0	0	0	0.999
844	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	1	0	0	844	83	Surui	0	0.001	0	0	0.998
845	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	1	1	0	1	1	845	83	Surui	0.001	0.002	0.003	0.01	0.984
846	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	1	1	846	83	Surui	0	0.001	0.001	0.001	0.997
847	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	1	0	0	847	83	Surui	0	0	0	0	0.999
848	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	0	0	848	83	Surui	0	0.001	0.001	0	0.998
849	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	1	1	0	1	1	849	83	Surui	0	0	0	0	0.999
850	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	1	0	0	850	83	Surui	0	0	0	0	0.999
851	83	Surui	Brazil	AMERICA	m	1	1	1	1	1	0	0	1	0	0	851	83	Surui	0	0	0	0	0.999
852	83	Surui	Brazil	AMERICA	f	1	1	1	1	1	0	0	0	1	1	852	83	Surui	0	0	0	0	0.999
854	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	0	0	1	1	854	86	Maya	0.005	0.048	0.301	0.006	0.64
855	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	855	86	Maya	0.001	0.004	0.273	0.006	0.716
856	86	Maya	Mexico	AMERICA	m	1	1	1	1	1	1	1	0	1	1	856	86	Maya	0.025	0.005	0.271	0.016	0.682
857	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	857	86	Maya	0.001	0.004	0.273	0.005	0.717
858	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	0	0	1	1	1	858	86	Maya	0.001	0.149	0.129	0.001	0.72
859	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	859	86	Maya	0.002	0.17	0.052	0.077	0.7
860	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	860	86	Maya	0.067	0.417	0.003	0.002	0.511
861	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	861	86	Maya	0.001	0.203	0.214	0.004	0.579
862	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	0	0	1	1	1	862	86	Maya	0.003	0.186	0.097	0.002	0.711
863	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	863	86	Maya	0.056	0.143	0.148	0.002	0.651
864	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	864	86	Maya	0.001	0.041	0.228	0.002	0.729
865	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	865	86	Maya	0.006	0.184	0.148	0.001	0.662
866	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	0	0	1	0	0	866	86	Maya	0.001	0.048	0.266	0.001	0.683
867	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	0	0	1	0	0	867	86	Maya	0.003	0.116	0.166	0.001	0.714
868	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	868	86	Maya	0.001	0.189	0.222	0.01	0.577
869	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	869	86	Maya	0.006	0.274	0.064	0.007	0.649
870	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	870	86	Maya	0.001	0.028	0.239	0.025	0.705
871	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	871	86	Maya	0.006	0.21	0.254	0.017	0.513
872	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	872	86	Maya	0.094	0.07	0.166	0.011	0.659
873	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	873	86	Maya	0.001	0.011	0.211	0.046	0.73
874	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	0	0	1	0	874	86	Maya	0.008	0.015	0.23	0.001	0.745
875	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	1	1	0	1	1	875	86	Maya	0.014	0.238	0.071	0.012	0.664
876	86	Maya	Mexico	AMERICA	f	1	1	1	1	1	0	0	0	1	1	876	86	Maya	0.001	0.347	0.068	0.058	0.525
877	86	Maya	Mexico	AMERICA	m	1	1	1	1	1	1	1	0	1	1	877	86	Maya	0.003	0.177	0.179	0.01	0.631
878	86	Maya	Mexico	AMERICA	m	1	1	1	1	1	0	0	0	0	0	878	86	Maya	0.001	0.309	0.081	0.005	0.604
879	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	879	22	Russian	0.001	0.989	0.006	0.002	0.003
880	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	880	22	Russian	0.019	0.851	0.071	0.049	0.009
881	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	881	22	Russian	0.002	0.956	0.024	0.011	0.007
882	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	882	22	Russian	0.001	0.862	0.004	0.002	0.132
883	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	883	22	Russian	0.001	0.978	0.012	0.008	0.002
884	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	884	22	Russian	0.002	0.923	0.063	0.008	0.004
885	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	885	22	Russian	0.003	0.926	0.011	0.003	0.056
886	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	886	22	Russian	0.001	0.976	0.008	0.004	0.011
887	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	887	22	Russian	0.001	0.968	0.014	0.005	0.013
888	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	888	22	Russian	0.002	0.864	0.108	0.023	0.002
889	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	889	22	Russian	0.001	0.995	0.002	0.001	0.001
890	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	890	22	Russian	0.002	0.948	0.027	0.007	0.017
891	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	891	22	Russian	0.002	0.938	0.029	0.024	0.006
892	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	892	22	Russian	0.001	0.986	0.009	0.002	0.002
893	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	893	22	Russian	0.001	0.955	0.03	0.007	0.006
894	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	894	22	Russian	0.004	0.985	0.005	0.005	0.002
895	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	895	22	Russian	0.001	0.978	0.004	0.001	0.017
896	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	896	22	Russian	0.006	0.968	0.017	0.003	0.006
897	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	897	22	Russian	0.05	0.928	0.011	0.003	0.01
898	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	898	22	Russian	0.001	0.987	0.003	0.003	0.006
899	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	899	22	Russian	0.001	0.867	0.128	0.003	0.002
900	22	Russian	Russia	EUROPE	m	1	1	1	1	1	1	1	0	1	1	900	22	Russian	0.001	0.992	0.001	0.001	0.005
901	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	901	22	Russian	0.001	0.976	0.009	0.004	0.009
902	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	902	22	Russian	0.003	0.929	0.034	0.005	0.029
903	22	Russian	Russia	EUROPE	f	1	1	1	1	1	1	1	0	1	1	903	22	Russian	0.001	0.974	0.016	0.002	0.007
904	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	1	0	1	1	904	464	Mandenka	0.994	0.002	0.001	0.001	0.002
905	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	1	0	1	1	905	464	Mandenka	0.931	0.045	0.013	0.005	0.006
906	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	1	0	1	1	906	464	Mandenka	0.913	0.073	0.01	0.002	0.001
907	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	1	0	1	1	907	464	Mandenka	0.989	0.003	0.002	0.004	0.001
908	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	1	0	1	1	908	464	Mandenka	0.979	0.014	0.004	0.002	0.001
909	464	Mandenka	Senegal	AFRICA	f	1	1	1	1	1	1	1	0	1	1	909	464	Mandenka	0.991	0.004	0.002	0.002	0.001
910	464	Mandenka	Senegal	AFRICA	f	1	1	1	1	1	1	1	0	1	1	910	464	Mandenka	0.978	0.018	0.002	0.001	0.001
911	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	1	0	1	1	911	464	Mandenka	0.968	0.008	0.009	0.011	0.004
912	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	1	0	1	1	912	464	Mandenka	0.932	0.021	0.038	0.008	0.001
913	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	0	0	1	1	913	464	Mandenka	0.991	0.002	0.005	0.001	0.001
914	464	Mandenka	Senegal	AFRICA	f	1	1	1	1	1	1	1	0	1	1	914	464	Mandenka	0.979	0.006	0.006	0.001	0.007
915	464	Mandenka	Senegal	AFRICA	f	1	1	1	1	1	1	0	0	1	1	915	464	Mandenka	0.986	0.005	0.004	0.002	0.002
916	464	Mandenka	Senegal	AFRICA	f	1	1	1	1	1	1	0	0	1	0	916	464	Mandenka	0.912	0.032	0.034	0.013	0.009
917	464	Mandenka	Senegal	AFRICA	f	1	1	1	1	1	1	1	0	1	1	917	464	Mandenka	0.988	0.006	0.002	0.002	0.002
918	464	Mandenka	Senegal	AFRICA	f	1	1	1	1	1	1	1	0	1	1	918	464	Mandenka	0.981	0.008	0.003	0.006	0.001
919	464	Mandenka	Senegal	AFRICA	m	1	1	1	1	1	1	0	0	1	0	919	464	Mandenka	0.989	0.004	0.004	0.001	0.001
920	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	0	0	0	1	1	920	465	Yoruba	0.99	0.004	0.003	0.002	0.002
921	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	0	0	0	0	0	921	465	Yoruba	0.986	0.004	0.004	0.002	0.003
922	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	0	0	1	0	0	922	465	Yoruba	0.967	0.011	0.008	0.01	0.003
923	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	0	0	1	0	0	923	465	Yoruba	0.989	0.003	0.001	0.003	0.005
924	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	924	465	Yoruba	0.92	0.07	0.003	0.003	0.004
925	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	0	0	1	1	1	925	465	Yoruba	0.991	0.002	0.001	0.004	0.002
926	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	926	465	Yoruba	0.991	0.004	0.003	0.002	0.001
927	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	927	465	Yoruba	0.909	0.005	0.028	0.001	0.057
928	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	928	465	Yoruba	0.99	0.002	0.003	0.004	0.001
929	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	929	465	Yoruba	0.982	0.006	0.005	0.001	0.005
930	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	930	465	Yoruba	0.956	0.032	0.002	0.007	0.002
931	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	931	465	Yoruba	0.978	0.004	0.014	0.001	0.003
932	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	932	465	Yoruba	0.953	0.022	0.015	0.007	0.003
933	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	933	465	Yoruba	0.987	0.002	0.009	0.001	0.001
934	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	934	465	Yoruba	0.972	0.013	0.01	0.002	0.003
935	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	935	465	Yoruba	0.801	0.19	0.002	0.005	0.002
936	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	936	465	Yoruba	0.995	0.001	0.002	0.002	0.001
937	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	937	465	Yoruba	0.986	0.009	0.003	0.001	0.001
938	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	938	465	Yoruba	0.808	0.176	0.005	0.007	0.004
939	465	Yoruba	Nigeria	AFRICA	f	1	1	1	1	1	1	1	0	1	1	939	465	Yoruba	0.987	0.007	0.001	0.004	0.001
940	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	940	465	Yoruba	0.852	0.112	0.004	0.024	0.008
941	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	941	465	Yoruba	0.988	0.003	0.005	0.003	0.002
942	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	942	465	Yoruba	0.99	0.006	0.001	0.001	0.001
943	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	943	465	Yoruba	0.973	0.007	0.015	0.003	0.003
944	465	Yoruba	Nigeria	AFRICA	m	1	1	1	1	1	1	1	0	1	1	944	465	Yoruba	0.971	0.024	0.001	0.002	0.002
945	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	945	699	Yakut	0.001	0.09	0.897	0.004	0.008
946	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	946	699	Yakut	0.001	0.1	0.895	0.001	0.002
947	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	947	699	Yakut	0.013	0.062	0.919	0.003	0.002
948	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	948	699	Yakut	0.001	0.172	0.808	0.001	0.017
949	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	949	699	Yakut	0.003	0.328	0.665	0.003	0.001
950	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	950	699	Yakut	0.001	0.23	0.764	0.001	0.003
951	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	951	699	Yakut	0.001	0.156	0.837	0.001	0.005
952	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	952	699	Yakut	0.002	0.03	0.959	0.002	0.007
953	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	953	699	Yakut	0.001	0.356	0.638	0.002	0.002
954	699	Yakut	Siberia	EAST_ASIA	m	1	1	1	1	1	1	1	0	1	1	954	699	Yakut	0.001	0.003	0.985	0.008	0.003
955	699	Yakut	Siberia	EAST_ASIA	f	1	1	1	1	1	1	1	0	1	1	955	699	Yakut	0.001	0.013	0.982	0.001	0.002
